"Year";"IsDayBin";"Month";"WindSpeed";"IrrDirect";"IrrDiffuse";"Temperature";"Percipitation";"SnowFlow";"SnowMass";"AirDensity";"RadSurface";"RadTop";"CloudCover"
"R8296";2016;Night;12;6.864;0;0;-2.683;0.004;0.004;4.805;1.264;0;0;0.373
"R8297";2016;Night;12;6.92;0;0;-3.323;0.005;0.005;4.81;1.269;0;0;0.372
"R8298";2016;Night;12;6.774;0;0;-3.777;0.008;0.008;4.818;1.273;0;0;0.412
"R8299";2016;Night;12;6.487;0;0;-4.052;0.01;0.01;4.828;1.276;0;0;0.463
"R8300";2016;Night;12;6.114;0;0;-4.335;0.007;0.007;4.838;1.278;0;0;0.457
"R8301";2016;Night;12;5.915;0;0;-4.685;0.003;0.003;4.844;1.28;0;0;0.399
"R8302";2016;Night;12;5.499;0;0;-5.058;0.002;0.002;4.848;1.281;0;0;0.299
"R8303";2016;Night;12;5.511;0;0;-5.673;0.001;0.001;4.85;1.283;0;0;0.267
"R8304";2016;Night;12;5.194;0;0;-5.95;0;0;4.851;1.284;0;0;0.159
"R8305";2016;Night;12;4.616;0;0;-6.172;0;0;4.852;1.285;0;0;0.174
"R8306";2016;Night;12;4.03;0;0;-6.075;0;0;4.853;1.285;0;0;0.425
"R8307";2016;Night;12;3.353;0;0;-5.701;0;0;4.853;1.285;0;0;0.707
"R8308";2016;Night;12;2.881;0;0;-5.388;0;0;4.853;1.285;0;0;0.801
"R8309";2016;Night;12;2.807;0;0;-5.336;0;0;4.854;1.285;0;0;0.406
"R8310";2016;Night;12;3.658;0;0;-5.855;0;0;4.854;1.285;0;0;0.045
"R8311";2016;Night;12;4.721;0;0;-6.665;0;0;4.855;1.286;0;0;0.065
"R8312";2016;Night;12;5.647;0;0;-7.196;0;0;4.856;1.286;0;0;0.188
"R8313";2016;Day;12;6.287;0.022;0.003;-7.166;0;0;4.857;1.287;5.791;17.062;0.619
"R8314";2016;Day;12;6.019;0.091;0.023;-5.958;0;0;4.858;1.286;41.997;100.052;0.754
"R8315";2016;Day;12;5.431;0.067;0.034;-4.647;0;0;4.859;1.285;59.197;155.581;0.962
"R8316";2016;Day;12;5.078;0.016;0.025;-3.872;0;0;4.86;1.283;40.216;168.031;0.993
"R8317";2016;Day;12;4.959;0.007;0.015;-3.535;0.001;0.001;4.86;1.281;24.116;136.561;0.993
"R8318";2016;Day;12;4.936;0.008;0.007;-3.46;0.001;0.001;4.861;1.28;11.551;63.279;0.964
"R8319";2016;Day;12;4.976;0;0;-4.036;0.001;0.001;4.863;1.279;0.183;1.023;0.884
"R8320";2016;Night;12;4.919;0;0;-4.729;0.002;0.002;4.865;1.28;0;0;0.963
"R8321";2016;Night;12;4.698;0;0;-4.887;0.004;0.004;4.869;1.281;0;0;0.965
"R8322";2016;Night;12;4.106;0;0;-4.924;0.005;0.005;4.874;1.282;0;0;0.964
"R8323";2016;Night;12;3.688;0;0;-4.923;0.005;0.005;4.879;1.283;0;0;0.966
"R8324";2016;Night;12;3.803;0;0;-4.718;0.011;0.011;4.886;1.283;0;0;0.977
"R8325";2016;Night;12;3.467;0;0;-4.414;0.028;0.028;4.909;1.283;0;0;0.991
"R8326";2016;Night;12;3.392;0;0;-4.072;0.032;0.032;4.939;1.282;0;0;0.994
"R8327";2016;Night;12;3.214;0;0;-3.718;0.034;0.034;4.972;1.28;0;0;0.995
"R8328";2016;Night;12;3.012;0;0;-3.49;0.032;0.032;5.005;1.278;0;0;0.995
"R8329";2016;Night;12;3.215;0;0;-3.356;0.03;0.03;5.035;1.276;0;0;0.994
"R8330";2016;Night;12;3.615;0;0;-3.222;0.043;0.041;5.07;1.274;0;0;0.995
"R8331";2016;Night;12;3.775;0;0;-3.027;0.063;0.054;5.118;1.272;0;0;0.997
"R8332";2016;Night;12;4.095;0;0;-2.82;0.046;0.038;5.167;1.27;0;0;0.997
"R8333";2016;Night;12;4.585;0;0;-2.643;0.019;0.016;5.191;1.268;0;0;0.975
"R8334";2016;Night;12;5.013;0;0;-2.771;0.009;0.007;5.201;1.266;0;0;0.704
"R8335";2016;Night;12;5.403;0;0;-2.985;0.013;0.011;5.21;1.265;0;0;0.641
"R8336";2016;Night;12;5.533;0;0;-2.626;0.019;0.016;5.224;1.265;0;0;0.73
"R8337";2016;Day;12;5.445;0.001;0.001;-2.202;0.021;0.018;5.242;1.265;1.779;16.155;0.744
"R8338";2016;Day;12;5.598;0.007;0.011;-1.673;0.01;0.008;5.251;1.264;18.129;98.396;0.676
"R8339";2016;Day;12;5.779;0.022;0.025;-1.167;0.004;0.002;5.246;1.263;41.482;153.894;0.602
"R8340";2016;Day;12;6.062;0.07;0.036;-0.848;0.001;0.001;5.235;1.262;63.534;166.397;0.515
"R8341";2016;Day;12;6.054;0.093;0.03;-1.004;0.001;0;5.229;1.262;55.17;134.917;0.474
"R8342";2016;Day;12;6.357;0.06;0.013;-1.479;0;0;5.227;1.263;22.561;61.654;0.389
"R8343";2016;Day;12;6.734;0.001;0;-2.074;0.003;0.003;5.23;1.265;0.159;0.837;0.349
"R8344";2016;Night;12;6.753;0;0;-2.292;0.002;0.002;5.234;1.265;0;0;0.289
"R8345";2016;Night;12;6.85;0;0;-2.75;0.001;0.001;5.237;1.266;0;0;0.296
"R8346";2016;Night;12;6.94;0;0;-3.003;0.001;0.001;5.239;1.267;0;0;0.307
"R8347";2016;Night;12;6.975;0;0;-3.519;0.002;0.002;5.243;1.269;0;0;0.401
"R8348";2016;Night;12;7.095;0;0;-3.999;0.001;0.001;5.248;1.27;0;0;0.492
"R8349";2016;Night;12;7.197;0;0;-4.154;0.001;0.001;5.251;1.273;0;0;0.438
"R8350";2016;Night;12;7.042;0;0;-4.362;0.001;0.001;5.255;1.276;0;0;0.2
"R8351";2016;Night;12;6.812;0;0;-4.803;0.001;0.001;5.258;1.279;0;0;0.174
"R8352";2016;Night;12;6.707;0;0;-5.217;0.001;0.001;5.262;1.282;0;0;0.178
"R8353";2016;Night;12;6.566;0;0;-5.57;0.001;0.001;5.266;1.285;0;0;0.176
"R8354";2016;Night;12;6.508;0;0;-6.054;0.001;0.001;5.27;1.288;0;0;0.109
"R8355";2016;Night;12;6.415;0;0;-6.619;0.001;0.001;5.274;1.291;0;0;0.137
"R8356";2016;Night;12;6.384;0;0;-7.095;0.001;0.001;5.277;1.292;0;0;0.118
"R8357";2016;Night;12;6.48;0;0;-7.495;0;0;5.279;1.291;0;0;0.047
"R8358";2016;Night;12;6.496;0;0;-7.585;0;0;5.281;1.29;0;0;0.012
"R8359";2016;Night;12;6.51;0;0;-7.483;0;0;5.283;1.289;0;0;0.071
"R8360";2016;Night;12;6.323;0;0;-7.119;0;0;5.284;1.288;0;0;0.052
"R8361";2016;Day;12;6.073;0.029;0.003;-6.559;0;0;5.285;1.286;5.282;15.368;0.008
"R8362";2016;Day;12;5.5;0.205;0.021;-5.632;0;0;5.286;1.286;47.323;96.906;0.208
"R8363";2016;Day;12;4.788;0.334;0.033;-4.594;0;0;5.286;1.285;83.821;152.445;0.468
"R8364";2016;Day;12;4.32;0.367;0.035;-3.863;0;0;5.286;1.284;92.509;164.897;0.374
"R8365";2016;Day;12;4.109;0.316;0.029;-3.696;0;0;5.285;1.283;71.508;133.438;0.082
"R8366";2016;Day;12;4.32;0.149;0.013;-4.383;0;0;5.285;1.283;26.329;60.218;0.059
"R8367";2016;Day;12;4.471;0.001;0;-5.014;0;0;5.285;1.284;0.155;0.691;0.26
"R8368";2016;Night;12;4.354;0;0;-5.103;0;0;5.286;1.285;0;0;0.3
"R8369";2016;Night;12;4.037;0;0;-5.234;0;0;5.286;1.287;0;0;0.182
"R8370";2016;Night;12;3.477;0;0;-5.286;0;0;5.286;1.288;0;0;0.09
"R8371";2016;Night;12;2.677;0;0;-5.163;0;0;5.286;1.289;0;0;0.032
"R8372";2016;Night;12;2.366;0;0;-5.098;0;0;5.286;1.289;0;0;0.098
"R8373";2016;Night;12;2.961;0;0;-5.492;0;0;5.286;1.29;0;0;0.214
"R8374";2016;Night;12;3.718;0;0;-6.269;0;0;5.286;1.29;0;0;0.335
"R8375";2016;Night;12;4.136;0;0;-6.942;0;0;5.286;1.291;0;0;0.236
"R8376";2016;Night;12;4.479;0;0;-7.608;0;0;5.287;1.292;0;0;0.106
"R8377";2016;Night;12;4.874;0;0;-8.344;0;0;5.287;1.293;0;0;0.108
"R8378";2016;Night;12;5.246;0;0;-8.929;0;0;5.287;1.294;0;0;0.259
"R8379";2016;Night;12;5.565;0;0;-9.338;0;0;5.288;1.295;0;0;0.339
"R8380";2016;Night;12;5.658;0;0;-9.469;0;0;5.289;1.297;0;0;0.355
"R8381";2016;Night;12;5.51;0;0;-9.58;0.002;0.002;5.29;1.3;0;0;0.462
"R8382";2016;Night;12;5.338;0;0;-9.133;0.012;0.012;5.297;1.302;0;0;0.715
"R8383";2016;Night;12;5.146;0;0;-8.489;0.023;0.023;5.317;1.303;0;0;0.926
"R8384";2016;Night;12;4.837;0;0;-7.806;0.028;0.028;5.344;1.305;0;0;0.965
"R8385";2016;Day;12;4.582;0.001;0.001;-7.281;0.031;0.031;5.374;1.306;2.035;14.691;0.969
"R8386";2016;Day;12;4.09;0.007;0.011;-6.551;0.026;0.026;5.403;1.306;18.435;95.62;0.957
"R8387";2016;Day;12;3.85;0.01;0.021;-5.86;0.082;0.081;5.448;1.304;33.554;151.134;0.953
"R8388";2016;Day;12;3.866;0.008;0.021;-5.213;0.174;0.174;5.585;1.3;33.458;163.584;0.962
"R8389";2016;Day;12;3.874;0.006;0.015;-4.706;0.198;0.197;5.774;1.297;23.448;132.167;0.957
"R8390";2016;Day;12;4.079;0.003;0.005;-4.525;0.197;0.196;5.969;1.295;8.34;58.958;0.946
"R8391";2016;Day;12;4.314;0;0;-4.612;0.217;0.217;6.176;1.294;0.046;0.575;0.969
"R8392";2016;Night;12;4.481;0;0;-4.495;0.209;0.208;6.392;1.292;0;0;0.96
"R8393";2016;Night;12;4.224;0;0;-4.331;0.168;0.165;6.578;1.29;0;0;0.888
"R8394";2016;Night;12;3.961;0;0;-4.16;0.133;0.128;6.721;1.29;0;0;0.825
"R8395";2016;Night;12;3.692;0;0;-3.959;0.091;0.087;6.827;1.29;0;0;0.826
"R8396";2016;Night;12;3.467;0;0;-3.755;0.055;0.053;6.892;1.29;0;0;0.828
"R8397";2016;Night;12;3.165;0;0;-3.644;0.041;0.039;6.935;1.291;0;0;0.847
"R8398";2016;Night;12;3.006;0;0;-3.587;0.035;0.029;6.967;1.291;0;0;0.871
"R8399";2016;Night;12;2.906;0;0;-3.531;0.034;0.029;6.995;1.291;0;0;0.872
"R8400";2016;Night;12;2.815;0;0;-3.446;0.037;0.033;7.025;1.291;0;0;0.892
"R8401";2016;Night;12;2.831;0;0;-3.253;0.039;0.036;7.059;1.29;0;0;0.906
"R8402";2016;Night;12;3.368;0;0;-3.001;0.047;0.043;7.099;1.288;0;0;0.906
"R8403";2016;Night;12;3.637;0;0;-2.816;0.046;0.042;7.14;1.286;0;0;0.916
"R8404";2016;Night;12;3.958;0;0;-2.653;0.045;0.041;7.181;1.284;0;0;0.886
"R8405";2016;Night;12;3.969;0;0;-2.395;0.046;0.043;7.222;1.282;0;0;0.846
"R8406";2016;Night;12;3.888;0;0;-2.182;0.048;0.046;7.267;1.281;0;0;0.845
"R8407";2016;Night;12;4.084;0;0;-2.15;0.047;0.036;7.308;1.281;0;0;0.834
"R8408";2016;Night;12;4.208;0;0;-2.156;0.041;0.027;7.334;1.281;0;0;0.813
"R8409";2016;Day;12;4.224;0.001;0.001;-2.145;0.034;0.031;7.36;1.281;1.325;14.118;0.795
"R8410";2016;Day;12;4.123;0.004;0.009;-1.937;0.028;0.027;7.382;1.282;14.714;94.495;0.799
"R8411";2016;Day;12;3.952;0.007;0.018;-1.635;0.027;0.025;7.398;1.282;29.269;150.009;0.777
"R8412";2016;Day;12;3.902;0.01;0.022;-1.432;0.025;0.024;7.413;1.282;35.435;162.471;0.75
"R8413";2016;Day;12;3.983;0.009;0.017;-1.541;0.025;0.023;7.432;1.282;27.264;131.058;0.737
"R8414";2016;Day;12;4.449;0.005;0.006;-1.959;0.023;0.021;7.453;1.282;9.663;57.878;0.718
"R8415";2016;Day;12;5.005;0;0;-2.503;0.019;0.018;7.474;1.282;0.045;0.487;0.764
"R8416";2016;Night;12;5.348;0;0;-2.744;0.019;0.018;7.492;1.282;0;0;0.918
"R8417";2016;Night;12;5.454;0;0;-2.815;0.019;0.018;7.511;1.282;0;0;0.972
"R8418";2016;Night;12;5.354;0;0;-2.775;0.018;0.017;7.53;1.282;0;0;0.98
"R8419";2016;Night;12;5.194;0;0;-2.747;0.017;0.016;7.548;1.282;0;0;0.98
"R8420";2016;Night;12;4.945;0;0;-2.776;0.019;0.017;7.565;1.284;0;0;0.977
"R8421";2016;Night;12;4.769;0;0;-2.859;0.021;0.02;7.585;1.285;0;0;0.959
"R8422";2016;Night;12;4.59;0;0;-2.959;0.019;0.018;7.606;1.286;0;0;0.902
"R8423";2016;Night;12;4.424;0;0;-3.088;0.015;0.015;7.623;1.287;0;0;0.815
"R8424";2016;Night;12;4.339;0;0;-3.298;0.01;0.01;7.636;1.288;0;0;0.716
"R8425";2016;Night;12;4.315;0;0;-3.694;0.006;0.006;7.644;1.288;0;0;0.639
"R8426";2016;Night;12;4.344;0;0;-3.926;0.007;0.007;7.651;1.289;0;0;0.683
"R8427";2016;Night;12;4.21;0;0;-3.991;0.01;0.009;7.661;1.29;0;0;0.738
"R8428";2016;Night;12;3.978;0;0;-4.2;0.012;0.012;7.673;1.291;0;0;0.656
"R8429";2016;Night;12;3.878;0;0;-4.51;0.01;0.01;7.685;1.291;0;0;0.644
"R8430";2016;Night;12;3.842;0;0;-4.807;0.009;0.009;7.696;1.291;0;0;0.794
"R8431";2016;Night;12;3.905;0;0;-4.924;0.007;0.007;7.705;1.29;0;0;0.944
"R8432";2016;Night;12;4.009;0;0;-4.93;0.005;0.005;7.712;1.289;0;0;0.964
"R8433";2016;Day;12;4.256;0.003;0.002;-4.893;0.004;0.004;7.717;1.288;2.665;13.65;0.958
"R8434";2016;Day;12;4.305;0.018;0.015;-4.304;0.005;0.005;7.722;1.287;25.093;93.557;0.818
"R8435";2016;Day;12;4.07;0.026;0.026;-3.27;0.009;0.008;7.728;1.286;43.584;149.072;0.657
"R8436";2016;Day;12;3.997;0.025;0.029;-2.569;0.015;0.013;7.735;1.283;46.997;161.542;0.602
"R8437";2016;Day;12;4.226;0.016;0.02;-2.373;0.02;0.016;7.747;1.281;32.574;130.125;0.604
"R8438";2016;Day;12;4.597;0.006;0.006;-2.525;0.02;0.016;7.762;1.278;9.891;56.991;0.722
"R8439";2016;Day;12;4.517;0;0;-2.656;0.018;0.015;7.777;1.276;0.023;0.419;0.863
"R8440";2016;Night;12;4.559;0;0;-2.375;0.017;0.014;7.788;1.275;0;0;0.927
"R8441";2016;Night;12;4.759;0;0;-2.059;0.016;0.013;7.801;1.274;0;0;0.911
"R8442";2016;Night;12;5.094;0;0;-1.848;0.014;0.012;7.812;1.273;0;0;0.871
"R8443";2016;Night;12;5.206;0;0;-1.949;0.01;0.007;7.819;1.273;0;0;0.794
"R8444";2016;Night;12;5.049;0;0;-2.568;0.005;0.004;7.822;1.275;0;0;0.695
"R8445";2016;Night;12;5.247;0;0;-3.294;0.007;0.007;7.829;1.277;0;0;0.495
"R8446";2016;Night;12;5.75;0;0;-3.857;0.005;0.005;7.838;1.28;0;0;0.358
"R8447";2016;Night;12;6.063;0;0;-4.004;0.002;0.002;7.845;1.284;0;0;0.286
"R8448";2016;Night;12;5.944;0;0;-4.517;0.001;0.001;7.85;1.287;0;0;0.222
"R8449";2016;Night;12;6.01;0;0;-5.1;0.001;0.001;7.854;1.29;0;0;0.188
"R8450";2016;Night;12;6.079;0;0;-5.468;0;0;7.858;1.291;0;0;0.152
"R8451";2016;Night;12;6.023;0;0;-5.756;0;0;7.862;1.293;0;0;0.13
"R8452";2016;Night;12;5.995;0;0;-5.971;0;0;7.866;1.294;0;0;0.176
"R8453";2016;Night;12;6.081;0;0;-6.209;0;0;7.87;1.294;0;0;0.256
"R8454";2016;Night;12;6.015;0;0;-6.357;0;0;7.873;1.294;0;0;0.586
"R8455";2016;Night;12;5.85;0;0;-6.328;0;0;7.877;1.294;0;0;0.667
"R8456";2016;Night;12;5.472;0;0;-6.037;0;0;7.879;1.293;0;0;0.901
"R8457";2016;Day;12;4.882;0.002;0.001;-5.237;0;0;7.88;1.292;2.461;13.278;0.973
"R8458";2016;Day;12;4.35;0.007;0.011;-4.351;0;0;7.88;1.29;17.58;92.807;0.941
"R8459";2016;Day;12;3.822;0.013;0.022;-3.654;0;0;7.879;1.289;35.304;148.331;0.825
"R8460";2016;Day;12;3.409;0.02;0.027;-3.185;0;0;7.877;1.288;44.332;160.834;0.755
"R8461";2016;Day;12;3.595;0.016;0.02;-2.998;0;0;7.875;1.286;33.303;129.405;0.816
"R8462";2016;Day;12;3.953;0.004;0.005;-3.006;0.012;0.009;7.878;1.284;8.494;56.275;0.96
"R8463";2016;Day;12;4.203;0;0;-2.823;0.037;0.018;7.9;1.282;0.021;0.369;0.982
"R8464";2016;Night;12;4.502;0;0;-2.516;0.019;0.014;7.921;1.279;0;0;0.848
"R8465";2016;Night;12;5.049;0;0;-2.721;0.003;0.003;7.929;1.277;0;0;0.824
"R8466";2016;Night;12;5.177;0;0;-2.784;0;0;7.931;1.276;0;0;0.949
"R8467";2016;Night;12;5.088;0;0;-2.594;0.001;0.001;7.933;1.275;0;0;0.959
"R8468";2016;Night;12;4.87;0;0;-2.405;0.003;0.003;7.937;1.275;0;0;0.965
"R8469";2016;Night;12;4.623;0;0;-2.19;0.007;0.006;7.943;1.274;0;0;0.968
"R8470";2016;Night;12;4.485;0;0;-1.93;0.015;0.011;7.955;1.274;0;0;0.906
"R8471";2016;Night;12;4.409;0;0;-1.686;0.013;0.01;7.969;1.273;0;0;0.741
"R8472";2016;Night;12;4.575;0;0;-1.456;0.011;0.008;7.98;1.271;0;0;0.684
"R8473";2016;Night;12;4.523;0;0;-1.172;0.009;0.007;7.989;1.27;0;0;0.796
"R8474";2016;Night;12;4.187;0;0;-0.912;0.007;0.005;7.997;1.269;0;0;0.782
"R8475";2016;Night;12;3.779;0;0;-0.812;0.005;0.004;8.003;1.268;0;0;0.605
"R8476";2016;Night;12;3.781;0;0;-1.016;0.003;0.002;8.007;1.268;0;0;0.491
"R8477";2016;Night;12;4.085;0;0;-1.28;0.002;0.002;8.011;1.267;0;0;0.434
"R8478";2016;Night;12;4.365;0;0;-1.358;0.004;0.004;8.016;1.268;0;0;0.538
"R8479";2016;Night;12;4.337;0;0;-1.2;0.007;0.006;8.024;1.268;0;0;0.695
"R8480";2016;Night;12;3.81;0;0;-1.078;0.011;0.01;8.034;1.27;0;0;0.851
"R8481";2016;Day;12;3.307;0.002;0.001;-0.99;0.014;0.011;8.042;1.272;2.306;12.998;0.975
"R8482";2016;Day;12;2.926;0.007;0.012;-0.792;0.017;0.013;8.026;1.273;18.759;92.245;0.988
"R8483";2016;Day;12;2.597;0.008;0.019;-0.619;0.022;0.022;8.008;1.273;29.653;147.769;0.992
"R8484";2016;Day;12;2.332;0.006;0.019;-0.444;0.016;0.015;8.003;1.272;29.348;160.272;0.997
"R8485";2016;Day;12;2.432;0.003;0.011;-0.323;0.016;0.012;7.996;1.271;17.581;128.87;0.998
"R8486";2016;Day;12;3.021;0.002;0.003;-0.308;0.015;0.011;7.994;1.27;5.58;55.746;0.997
"R8487";2016;Night;12;3.681;0;0;-0.368;0.019;0.015;8.004;1.269;0.01;0.334;0.991
"R8488";2016;Night;12;4.179;0;0;-0.347;0.021;0.018;8.019;1.267;0;0;0.985
"R8489";2016;Night;12;4.634;0;0;-0.215;0.021;0.017;8.034;1.265;0;0;0.98
"R8490";2016;Night;12;4.998;0;0;-0.056;0.022;0.007;8.036;1.263;0;0;0.984
"R8491";2016;Night;12;5.151;0;0;0.286;0.024;0.005;8.023;1.262;0;0;0.99
"R8492";2016;Night;12;5.197;0;0;0.538;0.024;0.005;8.002;1.261;0;0;0.989
"R8493";2016;Night;12;5.365;0;0;0.71;0.02;0.004;7.969;1.259;0;0;0.985
"R8494";2016;Night;12;5.408;0;0;0.886;0.021;0.004;7.922;1.259;0;0;0.987
"R8495";2016;Night;12;5.248;0;0;0.921;0.027;0.014;7.879;1.259;0;0;0.965
"R8496";2016;Night;12;5.171;0;0;0.794;0.026;0.014;7.853;1.261;0;0;0.923
"R8497";2016;Night;12;5.104;0;0;0.594;0.025;0.013;7.828;1.262;0;0;0.918
"R8498";2016;Night;12;5.064;0;0;0.377;0.023;0.014;7.807;1.264;0;0;0.903
"R8499";2016;Night;12;5.075;0;0;0.249;0.022;0.014;7.79;1.264;0;0;0.893
"R8500";2016;Night;12;4.834;0;0;0.046;0.022;0.014;7.779;1.265;0;0;0.887
"R8501";2016;Night;12;4.773;0;0;-0.124;0.02;0.011;7.77;1.266;0;0;0.873
"R8502";2016;Night;12;4.592;0;0;-0.249;0.021;0.01;7.762;1.266;0;0;0.865
"R8503";2016;Night;12;4.533;0;0;-0.361;0.022;0.01;7.757;1.266;0;0;0.848
"R8504";2016;Night;12;4.592;0;0;-0.448;0.022;0.01;7.751;1.267;0;0;0.835
"R8505";2016;Day;12;4.706;0;0.001;-0.478;0.021;0.009;7.744;1.267;0.997;12.81;0.822
"R8506";2016;Day;12;4.964;0.003;0.008;-0.236;0.02;0.008;7.729;1.266;12.423;91.87;0.811
"R8507";2016;Day;12;5.329;0.004;0.015;0.285;0.022;0.007;7.699;1.263;24.121;147.394;0.834
"R8508";2016;Day;12;5.774;0.002;0.012;0.843;0.025;0.008;7.656;1.259;19.461;159.899;0.913
"R8509";2016;Day;12;6.836;0.001;0.007;1.527;0.031;0.008;7.586;1.255;10.541;128.521;0.917
"R8510";2016;Day;12;7.618;0.001;0.002;1.908;0.035;0.003;7.433;1.252;3.075;55.402;0.9
"R8511";2016;Day;12;8.304;0;0;2.132;0.05;0.006;7.194;1.25;0.014;0.313;0.869
"R8512";2016;Night;12;8.435;0;0;2.061;0.046;0.003;6.925;1.251;0;0;0.877
"R8513";2016;Night;12;8.402;0;0;1.917;0.043;0;6.648;1.252;0;0;0.882
"R8514";2016;Night;12;8.407;0;0;1.779;0.047;0.005;6.377;1.252;0;0;0.82
"R8515";2016;Night;12;8.435;0;0;1.629;0.049;0.005;6.111;1.253;0;0;0.779
"R8516";2016;Night;12;8.317;0;0;1.473;0.045;0.005;5.884;1.253;0;0;0.751
"R8517";2016;Night;12;8.255;0;0;1.333;0.054;0.005;5.681;1.254;0;0;0.777
"R8518";2016;Night;12;8.273;0;0;1.168;0.085;0.007;5.483;1.255;0;0;0.823
"R8519";2016;Night;12;8.145;0;0;0.93;0.101;0.008;5.299;1.257;0;0;0.841
"R8520";2016;Night;12;7.844;0;0;0.669;0.101;0.015;5.174;1.258;0;0;0.804
"R8521";2016;Night;12;7.627;0;0;0.469;0.097;0.054;5.145;1.258;0;0;0.763
"R8522";2016;Night;12;7.518;0;0;0.337;0.094;0.051;5.171;1.258;0;0;0.753
"R8523";2016;Night;12;7.383;0;0;0.215;0.102;0.053;5.207;1.257;0;0;0.749
"R8524";2016;Night;12;7.307;0;0;0.138;0.102;0.051;5.246;1.256;0;0;0.739
"R8525";2016;Night;12;7.239;0;0;0.073;0.103;0.054;5.284;1.255;0;0;0.754
"R8526";2016;Night;12;7.465;0;0;0.047;0.116;0.076;5.336;1.253;0;0;0.766
"R8527";2016;Night;12;7.66;0;0;0.024;0.127;0.113;5.42;1.252;0;0;0.764
"R8528";2016;Night;12;7.67;0;0;-0.045;0.132;0.119;5.525;1.252;0;0;0.764
"R8529";2016;Day;12;7.659;0;0.001;-0.125;0.116;0.103;5.624;1.252;0.874;12.716;0.856
"R8530";2016;Day;12;7.969;0.002;0.006;-0.161;0.107;0.095;5.708;1.252;10.219;91.682;0.979
"R8531";2016;Day;12;8.294;0.001;0.008;-0.083;0.152;0.132;5.812;1.251;12.86;147.215;0.984
"R8532";2016;Day;12;8.755;0.001;0.01;0.193;0.2;0.144;5.936;1.248;14.894;159.73;0.932
"R8533";2016;Day;12;9.174;0.001;0.005;0.731;0.216;0.085;5.968;1.243;8.285;128.37;0.957
"R8534";2016;Day;12;9.185;0;0;1.445;0.241;0.025;5.815;1.238;0.727;55.246;0.978
"R8535";2016;Night;12;9.774;0;0;2.152;0.206;0.013;5.56;1.233;0;0.304;0.995
"R8536";2016;Night;12;9.335;0;0;2.69;0.091;0.002;5.28;1.23;0;0;0.998
"R8537";2016;Night;12;8.702;0;0;2.95;0.027;0;5.098;1.229;0;0;0.997
"R8538";2016;Night;12;8.316;0;0;2.987;0.011;0.001;4.955;1.229;0;0;0.981
"R8539";2016;Night;12;8.138;0;0;2.761;0.01;0.001;4.815;1.231;0;0;0.797
"R8540";2016;Night;12;8.247;0;0;2.524;0.015;0.003;4.674;1.232;0;0;0.758
"R8541";2016;Night;12;8.898;0;0;2.577;0.025;0.005;4.525;1.232;0;0;0.79
"R8542";2016;Night;12;10.387;0;0;2.916;0.034;0.003;4.314;1.231;0;0;0.826
"R8543";2016;Night;12;9.828;0;0;3.112;0.027;0;4.016;1.23;0;0;0.608
"R8544";2016;Night;12;8.652;0;0;2.711;0.011;0;3.896;1.232;0;0;0.336
"R8545";2016;Night;12;7.851;0;0;1.672;0.004;0;3.876;1.236;0;0;0.317
"R8546";2016;Night;12;7.106;0;0;0.573;0.003;0;3.871;1.241;0;0;0.431
"R8547";2016;Night;12;6.633;0;0;-0.005;0.006;0;3.867;1.245;0;0;0.531
"R8548";2016;Night;12;6.345;0;0;-0.536;0.014;0.003;3.863;1.249;0;0;0.538
"R8549";2016;Night;12;6.243;0;0;-0.849;0.02;0.019;3.871;1.252;0;0;0.538
"R8550";2016;Night;12;6.239;0;0;-0.747;0.018;0.018;3.891;1.253;0;0;0.642
"R8551";2016;Night;12;6.074;0;0;-0.601;0.019;0.018;3.908;1.254;0;0;0.749
"R8552";2016;Night;12;6.106;0;0;-0.372;0.023;0.02;3.926;1.254;0;0;0.792
"R8553";2016;Day;12;6.304;0.001;0.001;-0.095;0.032;0.023;3.942;1.253;1.22;12.707;0.797
"R8554";2016;Day;12;6.682;0.003;0.008;0.358;0.032;0.023;3.952;1.25;12.215;91.682;0.851
"R8555";2016;Day;12;6.965;0.004;0.014;0.888;0.03;0.023;3.953;1.247;22.424;147.259;0.922
"R8556";2016;Day;12;7.39;0.004;0.015;1.341;0.027;0.015;3.935;1.244;23.829;159.772;0.941
"R8557";2016;Day;12;7.65;0.002;0.01;1.678;0.018;0.003;3.863;1.241;16.272;128.37;0.943
"R8558";2016;Day;12;7.826;0.001;0.003;1.886;0.016;0.005;3.777;1.239;5.448;55.26;0.876
"R8559";2016;Day;12;7.937;0;0;2.025;0.112;0.022;3.7;1.237;0.026;0.305;0.854
"R8560";2016;Night;12;7.732;0;0;2.084;0.146;0.01;3.654;1.237;0;0;0.881
"R8561";2016;Night;12;7.492;0;0;2.1;0.104;0;3.609;1.236;0;0;0.878
"R8562";2016;Night;12;7.028;0;0;2;0.054;0;3.582;1.236;0;0;0.969
"R8563";2016;Night;12;6.942;0;0;1.923;0.031;0.001;3.567;1.237;0;0;0.975
"R8564";2016;Night;12;6.651;0;0;1.917;0.018;0;3.547;1.238;0;0;0.967
"R8565";2016;Night;12;6.594;0;0;1.835;0.02;0.004;3.524;1.239;0;0;0.918
"R8566";2016;Night;12;6.505;0;0;1.593;0.015;0.008;3.52;1.241;0;0;0.87
"R8567";2016;Night;12;6.392;0;0;1.271;0.014;0.008;3.521;1.243;0;0;0.848
